# 词	编码	人工权重	分类	类型	实体	来源	核对日期
近似去重	jin si qu chong	20	数据	term	近似去重	curated	2026-09-17
近似推断	jin si tui duan	20	算法	term	近似推断	curated	2026-09-17
近似最近邻	jin si zui jin lin	20	算法	term	近似最近邻	curated	2026-09-17
近似近邻搜索	jin si jin lin sou suo	20	检索	term	近似近邻搜索	curated	2026-09-17
近端策略优化	jin duan ce lve you hua	20	强化	term	近端策略优化	curated	2026-09-17
近邻分类	jin lin fen lei	20	算法	term	近邻分类	curated	2026-09-17
近邻回归	jin lin hui gui	20	算法	term	近邻回归	curated	2026-09-17
近邻搜索	jin lin sou suo	20	检索	term	近邻搜索	curated	2026-09-17
近邻算法	jin lin suan fa	20	算法	term	近邻算法	curated	2026-09-17
远程监督	yuan cheng jian du	20	基础	term	远程监督	curated	2026-09-17
远程语音识别	yuan cheng yu yin shi bie	20	专项任务	term	远程语音识别	glossary	2026-09-17
连接主义	lian jie zhu yi	20	基础	term	连接主义	curated	2026-09-17
连续归一化流	lian xu gui yi hua liu	20	架构	term	连续归一化流	curated	2026-09-17
连续批处理	lian xu pi chu li	20	推理	term	连续批处理	curated	2026-09-17
连续词袋	lian xu ci dai	20	教材术语	term	连续词袋	d2l	2026-09-17
连贯性	lian guan xing	20	评估	term	连贯性	curated	2026-09-17
迭代偏好优化	die dai pian hao you hua	20	训练	term	迭代偏好优化	curated	2026-09-17
迭代周期	die dai zhou qi	20	教材术语	term	迭代周期	d2l	2026-09-17
迭代提示	die dai ti shi	20	提示	term	迭代提示	curated	2026-09-17
迭代检索	die dai jian suo	20	检索	term	迭代检索	curated	2026-09-17
退避策略	tui bi ce lve	20	工程	term	退避策略	curated	2026-09-17
逆向强化学习	ni xiang qiang hua xue xi	20	强化	term	逆向强化学习	curated	2026-09-17
逆强化学习	ni qiang hua xue xi	20	强化	term	逆强化学习	curated	2026-09-17
选择偏差	xuan ze pian cha	20	数据	term	选择偏差	curated	2026-09-17
选择性搜索	xuan ze xing sou suo	20	教材术语	term	选择性搜索	d2l	2026-09-17
选择性状态空间模型	xuan ze xing zhuang tai kong jian mo xing	20	架构	term	选择性状态空间模型	curated	2026-09-17
选择性预测	xuan ze xing yu ce	20	评估	term	选择性预测	curated	2026-09-17
透明性	tou ming xing	20	安全	term	透明性	curated	2026-09-17
逐点卷积	zhu dian juan ji	20	架构	term	逐点卷积	curated	2026-09-17
递归分块	di gui fen kuai	20	检索	term	递归分块	curated	2026-09-17
通信开销	tong xin kai xiao	20	推理	term	通信开销	curated	2026-09-17
通用人工智能	tong yong ren gong zhi neng	20	基础	term	通用人工智能	curated	2026-09-17
通过时间反向传播	tong guo shi jian fan xiang chuan bo	20	教材术语	term	通过时间反向传播	d2l	2026-09-17
通过率	tong guo lv	20	评估	term	通过率	curated	2026-09-17
通道剪枝	tong dao jian zhi	20	推理	term	通道剪枝	curated	2026-09-17
速率限制	su lv xian zhi	20	工程	term	速率限制	curated	2026-09-17
逻辑回归	luo ji hui gui	20	算法	term	逻辑回归	curated	2026-09-17
逻辑幻觉	luo ji huan jue	20	评估	term	逻辑幻觉	curated	2026-09-17
逻辑推理	luo ji tui li	20	提示	term	逻辑推理	curated	2026-09-17
逻辑斯蒂回归	luo ji si di hui gui	20	算法	term	逻辑斯蒂回归	curated	2026-09-17
逻辑运算符	luo ji yun suan fu	20	教材术语	term	逻辑运算符	d2l	2026-09-17
逼近法	bi jin fa	20	教材术语	term	逼近法	d2l	2026-09-17
遗忘门	yi wang men	20	教材术语	term	遗忘门	d2l	2026-09-17
遮挡人脸检测	zhe dang ren lian jian ce	20	专项任务	term	遮挡人脸检测	glossary	2026-09-17
部分可观测决策过程	bu fen ke guan ce jue ce guo cheng	20	强化	term	部分可观测决策过程	curated	2026-09-17
部分域适应	bu fen yu shi ying	20	专项任务	term	部分域适应	glossary	2026-09-17
部分输出	bu fen shu chu	20	提示	term	部分输出	curated	2026-09-17
配分函数	pei fen han shu	20	教材术语	term	配分函数	d2l	2026-09-17
配方生成	pei fang sheng cheng	20	专项任务	term	配方生成	glossary	2026-09-17
配置管理	pei zhi guan li	20	工程	term	配置管理	curated	2026-09-17
采样偏差	cai yang pian cha	20	数据	term	采样偏差	curated	2026-09-17
采样温度	cai yang wen du	20	提示	term	采样温度	curated	2026-09-17
采样率	cai yang lv	20	语音	term	采样率	curated	2026-09-17
采样策略	cai yang ce lve	20	提示	term	采样策略	curated	2026-09-17
采样频率	cai yang pin lv	20	语音	term	采样频率	curated	2026-09-17
重叠语音	chong die yu yin	20	语音	term	重叠语音	curated	2026-09-17
重复惩罚	chong fu cheng fa	20	提示	term	重复惩罚	curated	2026-09-17
重尾分布	zhong wei fen bu	20	数学	term	重尾分布	curated	2026-09-17
重排	chong pai	20	检索	term	重排	curated	2026-09-17
重排序	chong pai xu	20	检索	term	重排序	curated	2026-09-17
重排序模型	chong pai xu mo xing	20	架构	term	重排序模型	curated	2026-09-17
重置门	chong zhi men	20	教材术语	term	重置门	d2l	2026-09-17
重要性采样	zhong yao xing cai yang	20	数学	term	重要性采样	curated	2026-09-17
重试策略	chong shi ce lve	20	工程	term	重试策略	curated	2026-09-17
重采样	chong cai yang	20	数学	term	重采样	curated	2026-09-17
量化低秩适配	liang hua di zhi shi pei	20	训练	term	量化低秩适配	curated	2026-09-17
量化尺度	liang hua chi du	20	推理	term	量化尺度	curated	2026-09-17
量化感知训练	liang hua gan zhi xun lian	20	推理	term	量化感知训练	curated	2026-09-17
量化校准	liang hua jiao zhun	20	推理	term	量化校准	curated	2026-09-17
量化误差	liang hua wu cha	20	推理	term	量化误差	curated	2026-09-17
链式法则	lian shi fa ze	20	数学	term	链式法则	curated	2026-09-17
链式规则	lian shi gui ze	20	教材术语	term	链式规则	d2l	2026-09-17
链接预测	lian jie yu ce	20	检索	term	链接预测	curated	2026-09-17
链路追踪	lian lu zhui zong	20	工程	term	链路追踪	curated	2026-09-17
错误恢复	cuo wu hui fu	20	工程	term	错误恢复	curated	2026-09-17
键值缓存	jian zhi huan cun	20	推理	term	键值缓存	curated	2026-09-17
长上下文架构	chang shang xia wen jia gou	20	架构	term	长上下文架构	curated	2026-09-17
长上下文评测	chang shang xia wen ping ce	20	评估	term	长上下文评测	curated	2026-09-17
长尾分布	chang wei fen bu	20	数学	term	长尾分布	curated	2026-09-17
长尾类别	chang wei lei bie	20	数据	term	长尾类别	curated	2026-09-17
长度偏差	chang du pian cha	20	评估	term	长度偏差	curated	2026-09-17
长度外推	chang du wai tui	20	架构	term	长度外推	curated	2026-09-17
长度惩罚	chang du cheng fa	20	提示	term	长度惩罚	curated	2026-09-17
长文生成	chang wen sheng cheng	20	提示	term	长文生成	curated	2026-09-17
长时程推理	chang shi cheng tui li	20	智能体	term	长时程推理	curated	2026-09-17
长期记忆	chang qi ji yi	20	智能体	term	长期记忆	curated	2026-09-17
长短期记忆	chang duan qi ji yi	20	架构	term	长短期记忆	curated	2026-09-17
长短期记忆网络	chang duan qi ji yi wang luo	20	教材术语	term	长短期记忆网络	d2l	2026-09-17
长程任务	chang cheng ren wu	20	智能体	term	长程任务	curated	2026-09-17
长程规划	chang cheng gui hua	20	智能体	term	长程规划	curated	2026-09-17
门控循环单元	men kong xun huan dan yuan	20	架构	term	门控循环单元	curated	2026-09-17
门控激活	men kong ji huo	20	架构	term	门控激活	curated	2026-09-17
门控线性单元	men kong xian xing dan yuan	20	架构	term	门控线性单元	curated	2026-09-17
闪烁估计	shan shuo gu ji	20	专项任务	term	闪烁估计	glossary	2026-09-17
问答系统	wen da xi tong	20	专项任务	term	问答系统	glossary	2026-09-17
问题希望模型能够预测样本属于哪个	wen ti xi wang mo xing neng gou yu ce yang ben shu yu na ge	20	教材术语	term	问题希望模型能够预测样本属于哪个	d2l	2026-09-17
问题生成	wen ti sheng cheng	20	专项任务	term	问题生成	glossary	2026-09-17
问题相似性	wen ti xiang si xing	20	专项任务	term	问题相似性	glossary	2026-09-17
问题质量评估	wen ti zhi liang ping gu	20	专项任务	term	问题质量评估	glossary	2026-09-17
间接提示注入	jian jie ti shi zhu ru	20	安全	term	间接提示注入	curated	2026-09-17
队列长度	dui lie chang du	20	工程	term	队列长度	curated	2026-09-17
防御策略	fang yu ce lve	20	安全	term	防御策略	curated	2026-09-17
阴影检测	yin ying jian ce	20	专项任务	term	阴影检测	glossary	2026-09-17
降级策略	jiang ji ce lve	20	工程	term	降级策略	curated	2026-09-17
降维算法	jiang wei suan fa	20	算法	term	降维算法	curated	2026-09-17
除法法则	chu fa fa ze	20	教材术语	term	除法法则	d2l	2026-09-17
随机优化	sui ji you hua	20	数学	term	随机优化	curated	2026-09-17
随机变量	sui ji bian liang	20	数学	term	随机变量	curated	2026-09-17
随机失活	sui ji shi huo	20	训练	term	随机失活	curated	2026-09-17
随机性	sui ji xing	20	教材术语	term	随机性	d2l	2026-09-17
随机投影	sui ji tou ying	20	算法	term	随机投影	curated	2026-09-17
随机搜索	sui ji sou suo	20	训练	term	随机搜索	curated	2026-09-17
随机梯度下降	sui ji ti du xia jiang	20	训练	term	随机梯度下降	curated	2026-09-17
随机森林	sui ji sen lin	20	算法	term	随机森林	curated	2026-09-17
随机游走	sui ji you zou	20	数学	term	随机游走	curated	2026-09-17
随机矩阵	sui ji ju zhen	20	数学	term	随机矩阵	curated	2026-09-17
随机种子	sui ji zhong zi	20	训练	term	随机种子	curated	2026-09-17
随机策略	sui ji ce lve	20	强化	term	随机策略	curated	2026-09-17
随机翻转	sui ji fan zhuan	20	数据	term	随机翻转	curated	2026-09-17
随机裁剪	sui ji cai jian	20	数据	term	随机裁剪	curated	2026-09-17
随机过程	sui ji guo cheng	20	数学	term	随机过程	curated	2026-09-17
随机采样	sui ji cai yang	20	提示	term	随机采样	curated	2026-09-17
隐变量自回归模型	yin bian liang zi hui gui mo xing	20	教材术语	term	隐变量自回归模型	d2l	2026-09-17
隐式推理	yin shi tui li	20	智能体	term	隐式推理	curated	2026-09-17
隐状态	yin zhuang tai	20	教材术语	term	隐状态	d2l	2026-09-17
隐私保护	yin si bao hu	20	安全	term	隐私保护	curated	2026-09-17
隐私信息泄漏	yin si xin xi xie lou	20	安全	term	隐私信息泄漏	curated	2026-09-17
隐私增强技术	yin si zeng qiang ji shu	20	安全	term	隐私增强技术	curated	2026-09-17
隐私泄漏	yin si xie lou	20	安全	term	隐私泄漏	curated	2026-09-17
隐私脱敏	yin si tuo min	20	数据	term	隐私脱敏	curated	2026-09-17
隐私计算	yin si ji suan	20	安全	term	隐私计算	curated	2026-09-17
隐私预算	yin si yu suan	20	安全	term	隐私预算	curated	2026-09-17
隐私风险	yin si feng xian	20	安全	term	隐私风险	curated	2026-09-17
隐藏变量	yin cang bian liang	20	教材术语	term	隐藏变量	d2l	2026-09-17
隐藏层	yin cang ceng	20	架构	term	隐藏层	curated	2026-09-17
隐藏层变量	yin cang ceng bian liang	20	教材术语	term	隐藏层变量	d2l	2026-09-17
隐藏表示	yin cang biao shi	20	教材术语	term	隐藏表示	d2l	2026-09-17
隐马尔可夫模型	yin ma er ke fu mo xing	20	算法	term	隐马尔可夫模型	curated	2026-09-17
难例挖掘	nan li wa jue	20	训练	term	难例挖掘	curated	2026-09-17
难样本筛选	nan yang ben shai xuan	20	数据	term	难样本筛选	curated	2026-09-17
雅可比矩阵	ya ke bi ju zhen	20	数学	term	雅可比矩阵	curated	2026-09-17
集合通信	ji he tong xin	20	训练	term	集合通信	curated	2026-09-17
集成学习	ji cheng xue xi	20	基础	term	集成学习	curated	2026-09-17
零样本动作识别	ling yang ben dong zuo shi bie	20	专项任务	term	零样本动作识别	glossary	2026-09-17
零样本学习	ling yang ben xue xi	20	基础	term	零样本学习	curated	2026-09-17
零样本提示	ling yang ben ti shi	20	提示	term	零样本提示	curated	2026-09-17
零样本目标检测	ling yang ben mu biao jian ce	20	专项任务	term	零样本目标检测	glossary	2026-09-17
零样本语音合成	ling yang ben yu yin he cheng	20	语音	term	零样本语音合成	curated	2026-09-17
零点	ling dian	20	推理	term	零点	curated	2026-09-17
静态图	jing tai tu	20	推理	term	静态图	curated	2026-09-17
静态批处理	jing tai pi chu li	20	推理	term	静态批处理	curated	2026-09-17
静态量化	jing tai liang hua	20	推理	term	静态量化	curated	2026-09-17
静音检测	jing yin jian ce	20	语音	term	静音检测	curated	2026-09-17
非凸优化	fei tu you hua	20	数学	term	非凸优化	curated	2026-09-17
非对称量化	fei dui chen liang hua	20	推理	term	非对称量化	curated	2026-09-17
非平稳分布	fei ping wen fen bu	20	教材术语	term	非平稳分布	d2l	2026-09-17
非极大值抑制	fei ji da zhi yi zhi	20	教材术语	term	非极大值抑制	d2l	2026-09-17
非流式输出	fei liu shi shu chu	20	提示	term	非流式输出	curated	2026-09-17
非线性激活	fei xian xing ji huo	20	架构	term	非线性激活	curated	2026-09-17
非结构化剪枝	fei jie gou hua jian zhi	20	推理	term	非结构化剪枝	curated	2026-09-17
非负矩阵分解	fei fu ju zhen fen jie	20	算法	term	非负矩阵分解	curated	2026-09-17
面部动作单元检测	mian bu dong zuo dan yuan jian ce	20	专项任务	term	面部动作单元检测	glossary	2026-09-17
面部草图合成	mian bu cao tu he cheng	20	专项任务	term	面部草图合成	glossary	2026-09-17
面部表情识别	mian bu biao qing shi bie	20	专项任务	term	面部表情识别	glossary	2026-09-17
面部验证	mian bu yan zheng	20	专项任务	term	面部验证	glossary	2026-09-17
音乐分类	yin yue fen lei	20	专项任务	term	音乐分类	glossary	2026-09-17
音乐建模	yin yue jian mo	20	专项任务	term	音乐建模	glossary	2026-09-17
音乐源分离	yin yue yuan fen li	20	专项任务	term	音乐源分离	glossary	2026-09-17
音乐理解	yin yue li jie	20	语音	term	音乐理解	curated	2026-09-17
音乐生成	yin yue sheng cheng	20	语音	term	音乐生成	curated	2026-09-17
音乐类型识别	yin yue lei xing shi bie	20	专项任务	term	音乐类型识别	glossary	2026-09-17
音素	yin su	20	语音	term	音素	curated	2026-09-17
音素对齐	yin su dui qi	20	语音	term	音素对齐	curated	2026-09-17
音色克隆	yin se ke long	20	语音	term	音色克隆	curated	2026-09-17
音色控制	yin se kong zhi	20	语音	term	音色控制	curated	2026-09-17
音色迁移	yin se qian yi	20	语音	term	音色迁移	curated	2026-09-17
音节	yin jie	20	语音	term	音节	curated	2026-09-17
音视频数据	yin shi pin shu ju	20	数据	term	音视频数据	curated	2026-09-17
音频分离	yin pin fen li	20	语音	term	音频分离	curated	2026-09-17
音频分类	yin pin fen lei	20	语音	term	音频分类	curated	2026-09-17
音频分词器	yin pin fen ci qi	20	语音	term	音频分词器	curated	2026-09-17
音频压缩	yin pin ya suo	20	语音	term	音频压缩	curated	2026-09-17
音频去噪	yin pin qu zao	20	专项任务	term	音频去噪	glossary	2026-09-17
音频增强	yin pin zeng qiang	20	数据	term	音频增强	curated	2026-09-17
音频嵌入	yin pin qian ru	20	语音	term	音频嵌入	curated	2026-09-17
音频描述	yin pin miao shu	20	语音	term	音频描述	curated	2026-09-17
音频检索	yin pin jian suo	20	语音	term	音频检索	curated	2026-09-17
音频水印	yin pin shui yin	20	语音	term	音频水印	curated	2026-09-17
音频生成	yin pin sheng cheng	20	语音	term	音频生成	curated	2026-09-17
音频编码器	yin pin bian ma qi	20	语音	term	音频编码器	curated	2026-09-17
音频解码器	yin pin jie ma qi	20	语音	term	音频解码器	curated	2026-09-17
音频词元	yin pin ci yuan	20	语音	term	音频词元	curated	2026-09-17
音频重建	yin pin chong jian	20	语音	term	音频重建	curated	2026-09-17
音频问答	yin pin wen da	20	语音	term	音频问答	curated	2026-09-17
音高控制	yin gao kong zhi	20	语音	term	音高控制	curated	2026-09-17
音高预测	yin gao yu ce	20	语音	term	音高预测	curated	2026-09-17
韵律控制	yun lv kong zhi	20	语音	term	韵律控制	curated	2026-09-17
韵律预测	yun lv yu ce	20	语音	term	韵律预测	curated	2026-09-17
顺序分区	shun xu fen qu	20	教材术语	term	顺序分区	d2l	2026-09-17
顺序图像分类	shun xu tu xiang fen lei	20	专项任务	term	顺序图像分类	glossary	2026-09-17
